Calibre,Projectile Type,Projectile Dimension,dia,Projectile Mass,Total Mass with Sabot,Petal Burst Pressure,Powder Mass,Actual Velocity,Expected Velocity,Shape,s_type,Breadth,Height,Material,c_drag,Surface Area,Volume,SA/Vol,Density,Moment of Inertia,cd,Sabot Length,Plate Material,Plate Thickness,Impact Angle,Kinetic Energy,Perforated
29 mm,B,9.1,9.1,24.48,26.07,62.4,5.0,1223.82,1128.87,ogive,type3,6.28,11.93,aluminum,0.537,831.661,453.324,1.835,2700,0.3778,0.186,37.57,Titanium,16.6,23.3,18332.28,1
40 mm,C,15.01,15.01,8.96,11.08,51.69,6.24,806.69,709.53,spherical,type2,4.51,7.58,tungsten,0.696,787.816,1863.346,0.423,19300,0.3153,0.488,96.96,Titanium,25.93,43.7,2915.35,0
29 mm,C,16.2,16.2,6.58,9.92,72.56,2.52,1487.54,1446.04,spherical,type1,2.14,14.5,tungsten,0.692,542.061,661.999,0.819,19300,0.2548,0.594,71.47,Aluminum,10.27,18.2,7280.03,0
40 mm,C,12.08,12.08,24.04,26.62,33.67,2.85,1572.63,1584.14,spherical,type2,10.09,7.27,tungsten,0.82,425.509,1628.143,0.261,19300,0.4558,0.166,42.9,Aluminum,29.04,39.3,29727.44,1
29 mm,A,15.86,15.86,22.85,24.37,44.1,2.87,1682.86,1681.19,cylindrical,type3,5.82,12.31,steel,0.733,457.177,1658.52,0.276,7800,0.4536,0.584,95.76,Titanium,5.33,18.5,32355.8,1
29 mm,C,12.66,12.66,18.11,20.3,67.77,5.01,1674.32,1700.06,cylindrical,type1,13.23,8.36,aluminum,0.777,917.118,1477.432,0.621,2700,0.3411,0.198,51.8,Aluminum,25.13,4.9,25384.31,1
40 mm,B,15.69,15.69,16.03,18.91,27.98,3.56,1071.68,1062.91,ogive,type3,5.69,5.06,steel,0.425,252.868,1990.923,0.127,7800,0.3632,0.277,31.27,Titanium,22.29,30.9,9205.21,0
40 mm,B,8.37,8.37,23.38,27.3,68.49,5.66,979.99,1049.86,ogive,type2,3.97,10.18,tungsten,0.881,876.682,2927.74,0.299,19300,0.4186,0.549,97.23,Titanium,27.63,8.2,11226.85,0
29 mm,C,16.08,16.08,18.11,21.1,41.16,5.27,1686.25,1724.86,spherical,type3,14.49,8.1,tungsten,0.663,275.755,2454.612,0.112,19300,0.3891,0.579,73.27,Titanium,18.05,36.0,25747.34,1
29 mm,C,15.73,15.73,18.17,19.22,27.53,5.6,860.61,864.49,ogive,type1,14.54,5.43,steel,0.742,982.801,2883.866,0.341,7800,0.19,0.362,80.23,Titanium,22.02,15.1,6728.8,0
29 mm,A,9.0,9.0,21.87,24.99,24.75,2.77,765.28,822.55,spherical,type3,10.91,6.97,aluminum,0.801,503.509,730.468,0.689,2700,0.3013,0.573,21.8,Titanium,6.24,34.0,6404.12,1
40 mm,B,13.34,13.34,18.06,19.81,70.58,6.37,1045.67,963.22,spherical,type2,14.07,4.08,tungsten,0.287,760.087,2981.042,0.255,19300,0.1608,0.513,42.65,Steel,14.86,21.7,9873.63,0
29 mm,C,17.83,17.83,15.07,18.66,66.72,5.65,1536.33,1532.08,cylindrical,type2,4.1,14.83,steel,0.435,756.437,1054.459,0.717,7800,0.4238,0.527,95.63,Aluminum,24.27,24.2,17784.93,0
40 mm,B,8.74,8.74,12.79,14.94,37.28,1.91,1463.62,1470.5,spherical,type2,7.98,10.36,steel,0.785,795.278,295.664,2.69,7800,0.3614,0.528,32.44,Aluminum,7.72,33.1,13699.26,1
29 mm,A,16.04,16.04,15.06,16.66,26.98,2.4,1785.76,1815.86,cylindrical,type2,4.65,4.26,tungsten,0.845,810.456,1421.461,0.57,19300,0.4916,0.262,89.88,Steel,24.56,29.9,24012.71,1
40 mm,B,19.31,19.31,15.45,17.85,34.83,3.11,1095.49,1009.73,cylindrical,type3,8.22,11.94,aluminum,0.729,135.167,889.352,0.152,2700,0.1546,0.067,81.64,Aluminum,12.71,29.9,9270.76,0
29 mm,C,17.99,17.99,12.22,13.99,32.78,7.55,1003.43,990.41,spherical,type1,12.29,9.82,aluminum,0.538,346.001,2333.938,0.148,2700,0.3041,0.141,50.28,Aluminum,13.82,29.7,6151.99,0
40 mm,A,11.02,11.02,13.96,15.67,63.98,3.28,1116.03,1136.05,cylindrical,type3,12.98,11.39,steel,0.376,306.739,443.436,0.692,7800,0.3896,0.091,90.94,Aluminum,21.18,26.3,8693.75,0
40 mm,C,14.11,14.11,21.04,23.76,32.93,1.14,1560.48,1584.34,cylindrical,type3,2.05,9.6,aluminum,0.568,728.734,1734.409,0.42,2700,0.4469,0.183,93.82,Aluminum,6.95,36.3,25617.23,1
29 mm,C,19.88,19.88,13.33,16.63,32.97,1.99,935.73,995.04,ogive,type1,7.06,2.79,aluminum,0.478,714.986,1010.311,0.708,2700,0.4414,0.08,89.35,Steel,20.62,13.5,5835.81,0
29 mm,C,13.53,13.53,5.51,9.01,21.94,1.23,1742.52,1780.6,spherical,type1,14.92,4.64,aluminum,0.82,367.33,778.853,0.472,2700,0.1808,0.202,52.6,Aluminum,27.84,8.2,8365.22,0
40 mm,A,6.73,6.73,10.66,12.85,55.81,3.82,1263.8,1260.76,spherical,type2,9.66,11.99,tungsten,0.597,814.188,2651.788,0.307,19300,0.4929,0.374,66.97,Titanium,7.34,33.1,8513.03,1
29 mm,A,5.68,5.68,9.63,10.83,61.34,6.58,1561.46,1595.21,cylindrical,type3,5.85,11.81,tungsten,0.474,380.459,1643.415,0.232,19300,0.4925,0.128,44.49,Steel,11.32,24.3,11739.73,1
29 mm,B,16.85,16.85,20.87,23.32,59.21,4.15,1609.99,1599.92,spherical,type3,7.06,11.8,steel,0.549,408.642,1111.245,0.368,7800,0.4876,0.224,30.4,Aluminum,5.34,40.5,27048.23,1
29 mm,B,11.35,11.35,13.99,16.29,54.12,6.87,1226.7,1234.04,ogive,type3,6.19,2.2,tungsten,0.853,458.966,2289.13,0.2,19300,0.3454,0.173,92.17,Aluminum,17.95,43.4,10526.03,0
29 mm,B,8.7,8.7,10.61,12.2,77.96,1.33,1515.51,1555.25,spherical,type3,7.82,12.47,tungsten,0.629,770.131,2588.933,0.297,19300,0.4328,0.102,98.49,Aluminum,23.27,39.0,12184.37,0
29 mm,C,10.22,10.22,21.21,24.9,48.36,4.29,1101.16,1098.89,cylindrical,type2,7.78,7.71,steel,0.36,110.6,1437.846,0.077,7800,0.1304,0.422,24.69,Steel,28.16,24.6,12859.13,0
29 mm,C,16.36,16.36,5.38,9.3,71.61,6.51,1592.02,1610.12,ogive,type2,8.59,11.02,steel,0.55,915.819,709.947,1.29,7800,0.2022,0.541,75.02,Steel,14.2,33.9,6817.88,0
29 mm,A,11.98,11.98,8.49,9.65,58.76,5.72,1606.29,1654.36,spherical,type1,8.04,5.54,tungsten,0.526,722.849,2984.146,0.242,19300,0.1368,0.444,95.94,Titanium,8.72,15.0,10952.81,1
29 mm,C,18.03,18.03,21.54,24.93,25.05,6.97,1322.83,1358.44,spherical,type2,8.71,12.0,tungsten,0.417,627.939,1205.133,0.521,19300,0.3022,0.426,68.63,Aluminum,5.73,0.7,18846.2,1
29 mm,A,16.02,16.02,16.01,18.95,68.61,2.92,939.96,1001.63,ogive,type1,2.36,14.77,tungsten,0.715,313.598,775.412,0.404,19300,0.4859,0.591,23.77,Titanium,13.13,35.1,7072.62,0
29 mm,B,19.61,19.61,20.47,22.25,55.06,4.51,1767.25,1883.67,cylindrical,type1,2.71,5.3,steel,0.388,806.962,489.265,1.649,7800,0.3597,0.452,21.19,Titanium,17.81,35.2,31965.67,1
40 mm,A,18.33,18.33,21.76,24.67,59.21,5.74,1741.68,1776.83,spherical,type3,6.82,12.19,aluminum,0.545,885.509,546.791,1.619,2700,0.2845,0.076,60.33,Steel,27.52,0.4,33003.93,1
29 mm,B,8.82,8.82,23.84,25.23,30.81,2.18,1381.8,1358.74,spherical,type3,13.5,9.86,steel,0.509,551.392,2840.52,0.194,7800,0.4171,0.17,95.2,Aluminum,10.41,38.9,22759.71,1
29 mm,C,14.89,14.89,6.27,7.48,46.25,6.71,1782.27,1807.86,ogive,type2,12.28,5.55,tungsten,0.527,363.215,2850.649,0.127,19300,0.3201,0.401,42.31,Titanium,24.53,39.7,9958.28,0
29 mm,B,5.31,5.31,20.98,24.96,72.83,3.18,1253.08,1276.52,ogive,type1,3.43,5.83,steel,0.597,442.498,1622.212,0.273,7800,0.2831,0.401,48.03,Steel,17.02,14.4,16471.5,1
40 mm,C,19.87,19.87,19.18,22.09,32.93,1.65,1113.03,1143.71,cylindrical,type1,8.43,11.51,tungsten,0.678,474.626,2137.979,0.222,19300,0.3517,0.508,83.68,Steel,26.69,0.8,11880.44,0
29 mm,A,8.92,8.92,9.14,10.9,20.01,6.36,1206.55,1281.3,cylindrical,type1,9.86,5.7,tungsten,0.3,375.324,2531.396,0.148,19300,0.3047,0.137,84.13,Steel,26.58,39.4,6652.84,0
29 mm,B,14.97,14.97,23.63,25.98,35.45,5.94,750.5,666.29,ogive,type3,8.26,2.62,tungsten,0.402,740.97,1760.873,0.421,19300,0.3566,0.59,95.49,Aluminum,26.44,3.2,6654.8,0
29 mm,B,17.74,17.74,13.08,16.93,49.25,7.19,1304.03,1379.72,spherical,type1,11.07,13.36,steel,0.741,407.957,2067.547,0.197,7800,0.4211,0.334,87.09,Aluminum,15.03,10.4,11121.23,0
29 mm,C,7.41,7.41,22.75,25.07,69.28,7.24,1432.86,1525.38,spherical,type1,14.96,9.66,steel,0.835,839.095,2907.527,0.289,7800,0.285,0.556,67.51,Titanium,13.66,24.4,23353.87,1
29 mm,C,17.72,17.72,17.1,20.8,58.6,2.95,820.47,848.87,ogive,type3,3.25,11.86,steel,0.231,517.322,683.102,0.757,7800,0.266,0.341,95.1,Titanium,10.18,36.7,5755.61,0
29 mm,B,5.18,5.18,15.53,19.14,75.14,5.49,981.16,1010.77,spherical,type3,8.7,9.84,steel,0.251,666.064,588.594,1.132,7800,0.3235,0.153,69.15,Steel,10.71,35.2,7475.17,0
40 mm,A,11.63,11.63,8.19,10.22,47.33,7.99,1493.3,1481.22,ogive,type3,8.66,8.71,steel,0.854,953.157,2308.489,0.413,7800,0.4619,0.243,68.13,Titanium,20.41,30.7,9131.62,0
40 mm,B,12.08,12.08,23.29,26.38,43.45,2.71,1572.95,1573.27,cylindrical,type1,9.31,12.01,aluminum,0.304,501.448,2169.32,0.231,2700,0.2692,0.172,21.24,Steel,29.05,37.3,28811.73,1
29 mm,A,10.61,10.61,16.13,19.11,33.89,4.31,1784.45,1819.35,ogive,type2,4.17,2.42,aluminum,0.886,253.312,720.666,0.351,2700,0.4391,0.195,56.44,Titanium,20.15,30.8,25681.07,1
40 mm,B,13.8,13.8,5.12,8.43,33.08,7.37,978.55,1010.23,spherical,type1,10.3,6.05,tungsten,0.78,594.93,1046.761,0.568,19300,0.3469,0.54,23.44,Titanium,15.31,28.7,2451.35,0
40 mm,A,18.72,18.72,5.37,7.47,64.17,1.72,1625.58,1661.62,ogive,type3,2.58,10.16,aluminum,0.284,547.008,2118.714,0.258,2700,0.105,0.258,91.9,Aluminum,11.06,7.5,7095.14,0
29 mm,B,9.9,9.9,20.55,21.71,24.82,7.5,889.31,920.64,spherical,type1,11.63,14.27,tungsten,0.272,804.325,1584.223,0.508,19300,0.2905,0.15,20.84,Steel,21.3,19.8,8126.21,0
29 mm,A,13.69,13.69,8.24,9.75,34.56,4.42,843.97,888.89,spherical,type3,10.62,7.12,tungsten,0.884,874.18,2701.73,0.324,19300,0.1842,0.25,44.56,Steel,10.27,20.3,2934.62,0
29 mm,A,18.16,18.16,16.97,19.82,73.15,7.25,1502.12,1541.45,ogive,type2,6.3,14.68,steel,0.378,741.358,2544.033,0.291,7800,0.1601,0.389,99.61,Aluminum,7.33,0.8,19145.25,1
40 mm,A,16.59,16.59,18.62,21.95,54.62,5.35,1190.46,1139.24,cylindrical,type3,14.86,11.82,tungsten,0.577,974.309,1563.935,0.623,19300,0.1938,0.16,83.61,Titanium,7.34,18.2,13194.09,1
29 mm,C,5.61,5.61,10.59,13.86,22.8,5.7,1573.32,1614.93,ogive,type2,12.77,8.3,steel,0.365,342.275,2067.221,0.166,7800,0.385,0.078,80.61,Aluminum,26.26,10.2,13106.9,0
40 mm,C,19.14,19.14,16.39,19.14,62.26,6.41,1010.82,1103.75,spherical,type1,9.01,7.58,tungsten,0.62,315.276,2001.691,0.158,19300,0.351,0.53,77.03,Aluminum,14.56,4.0,8373.3,0
29 mm,C,5.7,5.7,9.81,11.06,50.4,1.47,934.51,933.18,spherical,type3,14.88,3.68,steel,0.788,362.158,457.82,0.791,7800,0.3147,0.182,24.1,Steel,28.51,24.6,4283.58,0
40 mm,A,13.83,13.83,23.93,24.98,71.27,5.39,1303.68,1378.65,cylindrical,type2,12.79,10.0,aluminum,0.66,703.817,1391.657,0.506,2700,0.2981,0.565,43.06,Aluminum,17.42,10.7,20335.49,1
40 mm,B,13.63,13.63,22.2,25.55,60.95,7.47,826.84,780.98,ogive,type2,3.79,2.68,aluminum,0.233,309.287,1431.668,0.216,2700,0.2557,0.076,83.88,Steel,22.29,8.6,7588.67,0
29 mm,C,16.8,16.8,10.76,13.41,20.27,7.69,1006.62,1005.13,cylindrical,type2,9.68,7.58,tungsten,0.617,179.576,2712.628,0.066,19300,0.4546,0.408,91.64,Titanium,25.67,35.4,5451.47,0
29 mm,B,7.23,7.23,15.58,18.93,32.34,7.78,882.86,850.8,ogive,type2,9.55,5.09,steel,0.663,979.95,2678.786,0.366,7800,0.473,0.416,48.0,Titanium,26.86,36.5,6071.85,0
40 mm,A,7.69,7.69,15.01,16.5,35.48,5.52,1052.05,1121.01,ogive,type2,10.49,14.43,steel,0.341,383.15,361.379,1.06,7800,0.4058,0.136,40.75,Titanium,9.06,29.7,8306.6,1
29 mm,A,16.28,16.28,24.2,26.42,62.13,5.43,1542.05,1624.07,ogive,type1,14.23,6.72,steel,0.733,300.155,2566.473,0.117,7800,0.2153,0.416,38.87,Aluminum,10.42,8.5,28772.81,1
29 mm,A,7.24,7.24,12.88,16.64,50.56,4.87,832.82,827.86,cylindrical,type1,8.4,8.36,steel,0.639,422.874,1912.711,0.221,7800,0.4655,0.263,63.85,Aluminum,8.75,28.5,4466.71,0
40 mm,C,12.04,12.04,16.24,17.75,64.85,5.25,1373.06,1431.61,ogive,type1,3.01,6.88,aluminum,0.207,242.583,245.433,0.988,2700,0.4277,0.26,43.32,Aluminum,16.14,32.1,15308.59,1
29 mm,A,15.97,15.97,23.57,24.75,50.77,5.28,1343.24,1425.77,cylindrical,type1,8.23,3.78,steel,0.865,132.191,1268.627,0.104,7800,0.1496,0.533,21.71,Titanium,8.88,10.5,21263.6,1
29 mm,C,14.77,14.77,8.26,11.22,39.64,1.3,1291.94,1290.29,ogive,type3,12.24,6.58,tungsten,0.512,374.845,2686.653,0.14,19300,0.2367,0.574,51.26,Titanium,21.27,6.0,6893.42,0
29 mm,C,8.16,8.16,16.01,18.79,26.22,1.62,1232.67,1239.16,cylindrical,type1,6.66,12.13,aluminum,0.363,404.077,1203.054,0.336,2700,0.231,0.144,64.3,Steel,14.07,19.5,12163.4,0
29 mm,C,9.56,9.56,7.11,10.97,32.16,5.34,1430.25,1466.93,cylindrical,type1,2.35,10.08,aluminum,0.26,829.915,2094.05,0.396,2700,0.392,0.426,70.74,Steel,29.1,19.1,7272.16,0
40 mm,C,19.53,19.53,17.35,21.07,44.05,3.2,1636.99,1594.86,cylindrical,type1,5.94,7.69,tungsten,0.462,492.073,1783.858,0.276,19300,0.3096,0.135,47.44,Titanium,25.41,6.9,23246.71,1
40 mm,A,11.73,11.73,12.31,15.56,53.09,3.11,878.24,883.74,cylindrical,type3,10.87,12.67,steel,0.415,763.077,1851.608,0.412,7800,0.2068,0.069,45.11,Aluminum,23.11,8.6,4747.39,0
29 mm,C,5.67,5.67,24.35,25.41,76.32,2.35,1595.54,1702.68,ogive,type2,3.12,2.05,aluminum,0.409,762.141,1546.241,0.493,2700,0.1923,0.132,42.71,Steel,22.22,22.5,30994.48,1
29 mm,A,8.29,8.29,13.31,15.75,34.38,6.61,767.62,742.62,ogive,type1,6.89,12.75,steel,0.755,810.093,1550.557,0.522,7800,0.283,0.399,69.87,Titanium,5.99,23.7,3921.4,0
40 mm,A,10.14,10.14,7.72,11.41,59.97,7.75,1230.34,1273.03,cylindrical,type2,3.73,2.77,steel,0.652,926.658,2727.407,0.34,7800,0.3664,0.45,42.69,Titanium,7.09,24.2,5843.02,0
29 mm,A,19.99,19.99,21.68,23.98,29.15,5.39,1262.61,1288.8,spherical,type1,8.19,13.31,aluminum,0.293,548.768,1358.685,0.404,2700,0.3035,0.329,93.35,Titanium,15.8,44.2,17280.95,1
29 mm,A,9.54,9.54,21.42,25.31,62.83,7.62,917.34,909.15,cylindrical,type1,3.84,14.32,aluminum,0.696,193.558,735.954,0.263,2700,0.2044,0.573,42.53,Aluminum,27.87,1.8,9012.6,0
29 mm,A,5.4,5.4,18.9,21.86,20.68,7.19,798.64,809.72,spherical,type1,3.42,12.65,steel,0.706,134.797,1375.246,0.098,7800,0.348,0.47,83.27,Aluminum,7.35,35.4,6027.45,0
29 mm,A,12.69,12.69,19.98,21.31,59.36,2.53,782.4,870.03,spherical,type3,11.07,2.25,tungsten,0.56,268.219,2252.156,0.119,19300,0.4996,0.139,45.58,Titanium,15.5,15.8,6115.38,0
40 mm,A,6.25,6.25,10.29,12.82,29.79,2.07,740.96,768.64,spherical,type1,4.05,8.84,steel,0.897,846.29,1530.678,0.553,7800,0.1707,0.164,70.78,Aluminum,24.85,33.9,2824.72,0
29 mm,B,9.11,9.11,17.84,20.93,30.82,2.48,1330.95,1366.44,cylindrical,type2,4.01,12.77,aluminum,0.398,616.915,2249.871,0.274,2700,0.3114,0.378,75.92,Titanium,12.99,33.1,15801.14,1
29 mm,A,19.89,19.89,5.76,6.96,53.53,1.67,871.02,951.06,ogive,type3,9.7,9.09,tungsten,0.241,226.106,871.395,0.259,19300,0.2503,0.233,33.95,Titanium,28.23,27.9,2184.99,0
40 mm,A,15.57,15.57,8.94,10.97,42.52,5.08,1589.58,1575.11,cylindrical,type3,2.57,6.68,steel,0.22,219.373,1831.731,0.12,7800,0.1874,0.05,50.4,Titanium,28.37,28.4,11294.64,0
29 mm,C,5.76,5.76,23.65,26.8,48.28,2.98,1688.85,1636.5,cylindrical,type2,2.43,8.12,steel,0.424,902.353,2620.112,0.344,7800,0.4502,0.063,30.21,Aluminum,6.42,29.9,33727.43,1
40 mm,A,11.73,11.73,19.78,21.25,38.53,7.39,1021.65,1110.07,spherical,type1,7.61,3.05,tungsten,0.549,568.027,1682.039,0.338,19300,0.4831,0.274,60.85,Aluminum,20.41,33.6,10322.87,0
29 mm,A,7.57,7.57,9.61,11.66,77.21,5.29,880.91,887.74,ogive,type2,6.75,8.45,steel,0.255,254.708,1983.094,0.128,7800,0.2401,0.338,92.75,Aluminum,8.64,5.9,3728.69,0
29 mm,A,6.84,6.84,7.23,10.3,37.44,3.52,1150.57,1195.25,spherical,type1,9.08,2.36,aluminum,0.596,907.073,2100.659,0.432,2700,0.2389,0.409,67.7,Titanium,16.03,16.2,4785.58,0
29 mm,A,13.81,13.81,23.98,27.31,52.52,7.89,1669.73,1631.61,ogive,type2,14.92,10.37,tungsten,0.831,748.654,2271.103,0.33,19300,0.1367,0.47,76.13,Aluminum,27.45,37.9,33428.1,1
40 mm,B,12.58,12.58,7.24,9.8,71.26,7.67,1139.8,1159.23,ogive,type1,7.65,7.08,steel,0.758,529.992,1180.811,0.449,7800,0.3471,0.583,42.64,Steel,6.83,24.7,4702.9,0
40 mm,C,16.14,16.14,10.14,14.01,59.85,6.45,819.17,764.32,ogive,type2,9.49,4.49,aluminum,0.671,518.559,1955.171,0.265,2700,0.1106,0.511,57.46,Steel,28.43,6.2,3402.17,0
29 mm,C,18.38,18.38,8.65,12.43,39.37,6.54,1783.13,1786.32,spherical,type2,13.95,2.23,tungsten,0.663,705.387,1365.272,0.517,19300,0.2985,0.246,79.26,Aluminum,29.86,43.3,13751.56,0
29 mm,B,8.7,8.7,5.15,7.57,53.15,7.84,1249.64,1217.24,spherical,type3,8.28,13.99,steel,0.711,404.478,1294.685,0.312,7800,0.1611,0.344,30.5,Titanium,21.76,44.5,4021.12,0
29 mm,A,18.84,18.84,11.28,12.76,24.98,5.2,1076.61,1032.73,spherical,type2,12.15,9.23,tungsten,0.546,999.919,1530.564,0.653,19300,0.3689,0.169,29.74,Aluminum,13.91,23.1,6537.26,0
40 mm,C,12.77,12.77,24.48,27.8,52.74,7.16,1682.98,1667.82,ogive,type3,9.13,10.41,steel,0.481,806.099,1341.88,0.601,7800,0.4716,0.583,37.95,Aluminum,11.28,24.0,34668.84,1
29 mm,A,8.88,8.88,11.84,13.57,45.88,1.45,1720.14,1605.47,spherical,type2,10.28,12.13,steel,0.415,676.864,272.432,2.485,7800,0.1355,0.344,38.94,Steel,15.82,13.1,17516.58,1
40 mm,B,17.69,17.69,15.09,18.62,65.48,4.88,1246.48,1188.48,ogive,type3,14.12,10.15,tungsten,0.27,718.707,2277.586,0.316,19300,0.4111,0.187,96.99,Aluminum,9.5,23.2,11722.76,1
40 mm,B,5.53,5.53,19.92,22.68,70.87,4.52,1037.39,1076.51,spherical,type2,2.01,7.37,tungsten,0.594,996.475,1836.148,0.543,19300,0.4322,0.448,32.69,Aluminum,5.5,43.6,10718.73,1
40 mm,C,13.39,13.39,16.02,18.2,31.98,1.26,1230.9,1248.28,spherical,type3,13.71,10.16,steel,0.531,109.703,585.223,0.187,7800,0.1705,0.318,28.41,Aluminum,6.57,11.5,12136.07,1
29 mm,A,15.82,15.82,19.87,22.54,24.89,1.61,941.21,887.5,spherical,type2,8.47,5.28,aluminum,0.283,120.542,931.662,0.129,2700,0.4691,0.598,31.01,Titanium,21.59,13.7,8801.18,0
29 mm,B,9.2,9.2,18.23,20.83,43.43,1.15,1226.06,1253.45,ogive,type3,9.89,9.3,tungsten,0.388,806.525,1910.897,0.422,19300,0.3484,0.091,36.23,Titanium,5.52,40.4,13701.88,1
29 mm,B,17.95,17.95,17.17,20.94,52.05,3.06,952.37,908.46,cylindrical,type2,7.85,4.67,aluminum,0.751,288.453,1650.447,0.175,2700,0.314,0.235,49.5,Steel,12.54,17.3,7786.67,0
40 mm,B,8.6,8.6,17.99,19.63,42.61,1.37,1384.42,1420.52,cylindrical,type2,5.39,13.93,tungsten,0.379,716.65,2225.58,0.322,19300,0.3686,0.568,35.77,Aluminum,21.91,43.8,17239.99,0
40 mm,C,17.6,17.6,20.98,24.76,57.71,3.96,1535.88,1530.1,cylindrical,type2,2.86,8.62,steel,0.498,553.006,1569.849,0.352,7800,0.2152,0.304,27.02,Steel,9.37,15.7,24745.15,1
40 mm,C,6.18,6.18,19.2,20.29,50.34,6.69,1766.37,1750.11,cylindrical,type3,14.29,5.04,steel,0.313,386.803,2564.981,0.151,7800,0.1102,0.221,30.93,Titanium,13.31,0.2,29952.6,1
29 mm,B,7.4,7.4,20.84,24.15,76.2,5.3,1626.83,1622.28,cylindrical,type2,10.11,10.32,steel,0.319,308.206,416.874,0.739,7800,0.2768,0.383,83.17,Titanium,5.79,42.9,27577.32,1
29 mm,B,10.71,10.71,7.91,11.67,44.56,5.72,794.75,922.73,cylindrical,type1,13.36,3.17,tungsten,0.729,799.071,1916.927,0.417,19300,0.3973,0.415,61.61,Titanium,7.81,10.7,2498.09,0
40 mm,C,17.81,17.81,18.55,20.73,24.95,1.22,932.68,894.74,spherical,type3,5.78,7.64,aluminum,0.247,253.884,1240.341,0.205,2700,0.4675,0.101,79.67,Aluminum,10.65,31.2,8068.25,0
40 mm,B,7.17,7.17,19.74,20.96,38.12,6.88,1284.86,1296.19,spherical,type3,5.61,13.26,tungsten,0.4,242.849,1059.16,0.229,19300,0.272,0.193,34.14,Titanium,8.15,2.1,16294.04,1
40 mm,A,18.13,18.13,11.0,14.41,56.35,2.02,983.35,1022.42,cylindrical,type1,6.37,11.98,aluminum,0.887,497.739,2842.197,0.175,2700,0.2055,0.22,44.41,Steel,16.8,33.7,5318.37,0
40 mm,B,8.45,8.45,22.49,26.02,35.36,3.12,715.8,667.68,spherical,type3,5.0,11.14,steel,0.533,207.349,2618.661,0.079,7800,0.1525,0.185,98.58,Aluminum,8.17,9.9,5761.6,0
29 mm,A,11.79,11.79,11.09,13.1,36.14,4.62,1530.27,1450.56,cylindrical,type2,8.47,8.12,steel,0.624,677.361,714.405,0.948,7800,0.4742,0.261,26.85,Aluminum,12.63,36.0,12984.87,1
29 mm,A,10.29,10.29,9.88,12.44,40.37,7.51,1093.55,1063.5,spherical,type1,14.17,7.81,tungsten,0.649,992.774,360.824,2.751,19300,0.1924,0.234,55.09,Titanium,23.09,43.5,5907.51,0
29 mm,B,6.77,6.77,22.34,25.77,64.77,7.99,772.71,810.68,ogive,type2,13.39,2.15,steel,0.337,773.122,2628.314,0.294,7800,0.4644,0.452,43.66,Steel,21.35,2.0,6669.39,0
40 mm,C,19.16,19.16,9.94,11.52,76.41,6.48,1259.72,1242.62,spherical,type3,8.44,9.8,aluminum,0.459,642.911,674.032,0.954,2700,0.1735,0.379,20.59,Steel,14.57,16.6,7886.87,0
40 mm,C,11.57,11.57,13.31,16.2,41.02,6.11,1774.93,1763.37,spherical,type1,6.53,9.5,aluminum,0.48,455.175,2799.1,0.163,2700,0.1073,0.286,64.2,Steel,28.28,32.2,20965.76,0
29 mm,A,15.35,15.35,12.36,14.65,31.73,4.69,1446.39,1491.93,cylindrical,type3,9.95,2.07,aluminum,0.361,989.191,976.496,1.013,2700,0.1897,0.16,64.0,Titanium,24.68,44.8,12928.83,0
40 mm,B,13.63,13.63,22.96,24.48,45.24,5.66,874.64,834.32,spherical,type2,9.96,3.78,tungsten,0.364,891.949,1352.631,0.659,19300,0.2971,0.281,45.64,Aluminum,20.18,16.3,8782.14,0
40 mm,A,12.53,12.53,14.1,17.59,41.11,2.01,1265.73,1261.29,cylindrical,type1,10.89,2.16,steel,0.626,838.532,325.955,2.573,7800,0.2395,0.149,57.78,Steel,15.92,44.8,11294.61,0
40 mm,C,14.25,14.25,18.89,20.86,79.4,2.88,1691.89,1616.2,spherical,type2,8.96,5.29,steel,0.276,307.006,1705.088,0.18,7800,0.4631,0.574,51.36,Steel,6.5,40.5,27036.23,1
40 mm,A,18.48,18.48,20.88,24.68,47.83,7.89,759.67,775.71,spherical,type2,2.35,2.05,aluminum,0.29,211.223,728.461,0.29,2700,0.318,0.146,57.14,Aluminum,15.32,32.4,6024.91,0
29 mm,C,15.49,15.49,17.56,20.27,60.76,7.86,1401.68,1413.16,ogive,type3,2.99,7.43,aluminum,0.601,260.147,1407.013,0.185,2700,0.1471,0.522,87.84,Aluminum,18.63,17.2,17250.13,1
29 mm,C,12.99,12.99,23.87,26.41,74.83,3.26,1493.4,1533.18,ogive,type3,14.66,8.19,aluminum,0.515,332.82,2774.336,0.12,2700,0.3501,0.389,77.12,Aluminum,29.78,24.2,26617.96,0
40 mm,C,14.68,14.68,21.05,23.32,57.74,2.69,1474.41,1417.15,spherical,type1,11.7,7.68,tungsten,0.628,173.529,907.204,0.191,19300,0.2556,0.496,42.42,Steel,28.79,32.4,22880.14,0
40 mm,A,14.1,14.1,13.0,15.2,34.96,2.61,865.19,855.6,ogive,type3,14.33,4.59,tungsten,0.219,899.58,1977.773,0.455,19300,0.3716,0.539,39.16,Titanium,7.81,30.9,4865.6,0
29 mm,C,11.5,11.5,24.02,27.47,56.44,4.39,1698.01,1634.09,ogive,type2,6.41,8.81,aluminum,0.693,266.681,765.571,0.348,2700,0.4145,0.492,78.02,Titanium,29.48,13.0,34627.69,1
